Region,County,First Dose,Series Complete,Report as of
Southern Tier,Schuyler,8887,8409,07/12/2021
Finger Lakes,Seneca,15482,14653,07/12/2021
North Country,St. Lawrence,55828,52819,07/12/2021
Southern Tier,Steuben,41897,39835,07/12/2021
Long Island,Suffolk,892383,819493,07/12/2021
Mid-Hudson,Sullivan,37137,33910,07/12/2021
Southern Tier,Tioga,20408,19377,07/12/2021
Southern Tier,Tompkins,69695,66319,07/12/2021
Mid-Hudson,Ulster,113730,105077,07/12/2021
Capital Region,Warren,42024,40205,07/12/2021
Capital Region,Washington,33025,31507,07/12/2021
Finger Lakes,Wayne,49660,47271,07/12/2021
Mid-Hudson,Westchester,629947,580515,07/12/2021
Finger Lakes,Wyoming,18169,17134,07/12/2021
Finger Lakes,Yates,11495,10861,07/12/2021
Capital Region,Albany,197517,184622,07/13/2021
Western New York,Allegany,17388,16425,07/13/2021
New York City,Bronx,693223,622403,07/13/2021
Southern Tier,Broome,107255,102040,07/13/2021
Western New York,Cattaraugus,33053,30760,07/13/2021
Central New York,Cayuga,38998,36692,07/13/2021
Western New York,Chautauqua,61970,57694,07/13/2021
Southern Tier,Chemung,37611,35631,07/13/2021
Southern Tier,Chenango,24597,23256,07/13/2021
North Country,Clinton,48120,45988,07/13/2021
Capital Region,Columbia,36190,33598,07/13/2021
Central New York,Cortland,23548,22373,07/13/2021
Southern Tier,Delaware,20966,19671,07/13/2021
Mid-Hudson,Dutchess,171888,156391,07/13/2021
Western New York,Erie,544065,508576,07/13/2021
North Country,Essex,22563,21591,07/13/2021
North Country,Franklin,24857,23519,07/13/2021
Mohawk Valley,Fulton,23327,22043,07/13/2021
Finger Lakes,Genesee,28893,27255,07/13/2021
Capital Region,Greene,25014,22855,07/13/2021
North Country,Hamilton,3125,2907,07/13/2021
Mohawk Valley,Herkimer,28931,27063,07/13/2021
North Country,Jefferson,57134,47344,07/13/2021
New York City,Kings,1308986,1195727,07/13/2021
North Country,Lewis,11222,10761,07/13/2021
Finger Lakes,Livingston,32273,30767,07/13/2021
Central New York,Madison,43539,41006,07/13/2021
Finger Lakes,Monroe,449300,427186,07/13/2021
Mohawk Valley,Montgomery,27352,25794,07/13/2021
Long Island,Nassau,906763,839420,07/13/2021
New York City,New York,1129652,1043167,07/13/2021
Western New York,Niagara,115787,109000,07/13/2021
Mohawk Valley,Oneida,119341,111734,07/13/2021
Central New York,Onondaga,287874,270421,07/13/2021
Finger Lakes,Ontario,66934,64007,07/13/2021
Mid-Hudson,Orange,188090,171968,07/13/2021
Finger Lakes,Orleans,18354,17386,07/13/2021
Central New York,Oswego,61656,58508,07/13/2021
Mohawk Valley,Otsego,32425,30753,07/13/2021
Mid-Hudson,Putnam,62299,56526,07/13/2021
New York City,Queens,1474229,1341905,07/13/2021
Capital Region,Rensselaer,93845,88438,07/13/2021
New York City,Richmond,253206,232962,07/13/2021
Mid-Hudson,Rockland,169119,154567,07/13/2021
Capital Region,Saratoga,149339,141490,07/13/2021
Capital Region,Schenectady,104923,98159,07/13/2021
Mohawk Valley,Schoharie,15139,14438,07/13/2021
Southern Tier,Schuyler,8908,8426,07/13/2021
Finger Lakes,Seneca,15495,14664,07/13/2021
North Country,St. Lawrence,55884,52860,07/13/2021
Southern Tier,Steuben,41965,39927,07/13/2021
Long Island,Suffolk,893811,820920,07/13/2021
Mid-Hudson,Sullivan,37223,33990,07/13/2021
Southern Tier,Tioga,20432,19405,07/13/2021
Southern Tier,Tompkins,69720,66367,07/13/2021
Mid-Hudson,Ulster,113900,105269,07/13/2021
Capital Region,Warren,42051,40268,07/13/2021
Capital Region,Washington,33061,31540,07/13/2021
Finger Lakes,Wayne,49701,47339,07/13/2021
Mid-Hudson,Westchester,630848,581454,07/13/2021
Finger Lakes,Wyoming,18181,17151,07/13/2021
Finger Lakes,Yates,11498,10863,07/13/2021
Capital Region,Albany,197704,184879,07/14/2021
Western New York,Allegany,17399,16436,07/14/2021
New York City,Bronx,695317,624617,07/14/2021
Southern Tier,Broome,107354,102146,07/14/2021
Western New York,Cattaraugus,33101,30813,07/14/2021
Central New York,Cayuga,39041,36725,07/14/2021
Western New York,Chautauqua,62049,57777,07/14/2021
Southern Tier,Chemung,37671,35679,07/14/2021
Southern Tier,Chenango,24629,23280,07/14/2021
North Country,Clinton,48163,46053,07/14/2021
Capital Region,Columbia,36227,33628,07/14/2021
Central New York,Cortland,23577,22403,07/14/2021
Southern Tier,Delaware,20993,19699,07/14/2021
Mid-Hudson,Dutchess,172164,156623,07/14/2021
Western New York,Erie,544992,509556,07/14/2021
North Country,Essex,22574,21621,07/14/2021
North Country,Franklin,24892,23559,07/14/2021
Mohawk Valley,Fulton,23337,22073,07/14/2021
Finger Lakes,Genesee,28926,27281,07/14/2021
Capital Region,Greene,25041,22884,07/14/2021
North Country,Hamilton,3128,2917,07/14/2021
Mohawk Valley,Herkimer,28966,27103,07/14/2021
North Country,Jefferson,57208,47411,07/14/2021
New York City,Kings,1311912,1198812,07/14/2021
North Country,Lewis,11231,10771,07/14/2021
Finger Lakes,Livingston,32306,30811,07/14/2021
Central New York,Madison,43587,41081,07/14/2021
Finger Lakes,Monroe,449713,427666,07/14/2021
Mohawk Valley,Montgomery,27378,25831,07/14/2021
Long Island,Nassau,908078,840660,07/14/2021
New York City,New York,1131667,1045080,07/14/2021
Western New York,Niagara,115927,109179,07/14/2021
Mohawk Valley,Oneida,119465,111873,07/14/2021
Central New York,Onondaga,288249,270832,07/14/2021
Finger Lakes,Ontario,66985,64076,07/14/2021
Mid-Hudson,Orange,188372,172290,07/14/2021
Finger Lakes,Orleans,18368,17398,07/14/2021
Central New York,Oswego,61723,58578,07/14/2021
Mohawk Valley,Otsego,32474,30791,07/14/2021
Mid-Hudson,Putnam,62400,56611,07/14/2021
New York City,Queens,1477378,1345421,07/14/2021
Capital Region,Rensselaer,93918,88523,07/14/2021
New York City,Richmond,253695,233440,07/14/2021
Mid-Hudson,Rockland,169401,154829,07/14/2021
Capital Region,Saratoga,149457,141612,07/14/2021
Capital Region,Schenectady,105021,98262,07/14/2021
Mohawk Valley,Schoharie,15156,14455,07/14/2021
Southern Tier,Schuyler,8920,8438,07/14/2021
Finger Lakes,Seneca,15518,14685,07/14/2021
North Country,St. Lawrence,55953,52907,07/14/2021
Southern Tier,Steuben,42008,39975,07/14/2021
Long Island,Suffolk,895239,822246,07/14/2021
Mid-Hudson,Sullivan,37277,34042,07/14/2021
Southern Tier,Tioga,20455,19428,07/14/2021
Southern Tier,Tompkins,69757,66421,07/14/2021
Mid-Hudson,Ulster,114035,105369,07/14/2021
Capital Region,Warren,42082,40305,07/14/2021
Capital Region,Washington,33084,31579,07/14/2021
Finger Lakes,Wayne,49750,47398,07/14/2021
Mid-Hudson,Westchester,631821,582374,07/14/2021
Finger Lakes,Wyoming,18195,17161,07/14/2021
Finger Lakes,Yates,11512,10872,07/14/2021
Capital Region,Albany,197926,185045,07/15/2021
Western New York,Allegany,17413,16453,07/15/2021
New York City,Bronx,697029,626731,07/15/2021
Southern Tier,Broome,107449,102271,07/15/2021
Western New York,Cattaraugus,33121,30846,07/15/2021
Central New York,Cayuga,39108,36789,07/15/2021
Western New York,Chautauqua,62100,57821,07/15/2021
Southern Tier,Chemung,37703,35719,07/15/2021
Southern Tier,Chenango,24687,23314,07/15/2021
North Country,Clinton,48207,46125,07/15/2021
Capital Region,Columbia,36254,33653,07/15/2021
Central New York,Cortland,23603,22421,07/15/2021
Southern Tier,Delaware,21015,19728,07/15/2021
Mid-Hudson,Dutchess,172376,156827,07/15/2021
Western New York,Erie,545902,510532,07/15/2021
North Country,Essex,22583,21642,07/15/2021
North Country,Franklin,24909,23577,07/15/2021
Mohawk Valley,Fulton,23360,22096,07/15/2021
Finger Lakes,Genesee,28953,27309,07/15/2021
Capital Region,Greene,25065,22907,07/15/2021
North Country,Hamilton,3141,2932,07/15/2021
Mohawk Valley,Herkimer,28999,27131,07/15/2021
North Country,Jefferson,57268,47468,07/15/2021
New York City,Kings,1314483,1201395,07/15/2021
North Country,Lewis,11245,10782,07/15/2021
Finger Lakes,Livingston,32342,30857,07/15/2021
Central New York,Madison,43625,41128,07/15/2021
Finger Lakes,Monroe,450162,428298,07/15/2021
Mohawk Valley,Montgomery,27403,25853,07/15/2021
Long Island,Nassau,909698,842302,07/15/2021
New York City,New York,1133465,1046850,07/15/2021
Western New York,Niagara,116010,109291,07/15/2021
Mohawk Valley,Oneida,119570,112009,07/15/2021
Central New York,Onondaga,288671,271223,07/15/2021
Finger Lakes,Ontario,67036,64134,07/15/2021
Mid-Hudson,Orange,188656,172542,07/15/2021
Finger Lakes,Orleans,18388,17424,07/15/2021
Central New York,Oswego,61840,58679,07/15/2021
Mohawk Valley,Otsego,32502,30820,07/15/2021
Mid-Hudson,Putnam,62505,56664,07/15/2021
New York City,Queens,1480180,1348641,07/15/2021
Capital Region,Rensselaer,94004,88596,07/15/2021
New York City,Richmond,254279,233938,07/15/2021
Mid-Hudson,Rockland,169648,155094,07/15/2021
Capital Region,Saratoga,149583,141723,07/15/2021
Capital Region,Schenectady,105118,98403,07/15/2021
Mohawk Valley,Schoharie,15172,14467,07/15/2021
Southern Tier,Schuyler,8928,8444,07/15/2021
Finger Lakes,Seneca,15538,14706,07/15/2021
North Country,St. Lawrence,56013,52965,07/15/2021
Southern Tier,Steuben,42078,40051,07/15/2021
Long Island,Suffolk,896528,823597,07/15/2021
Mid-Hudson,Sullivan,37350,34092,07/15/2021
Southern Tier,Tioga,20473,19456,07/15/2021
Southern Tier,Tompkins,69796,66468,07/15/2021
Mid-Hudson,Ulster,114162,105524,07/15/2021
Capital Region,Warren,42117,40356,07/15/2021
Capital Region,Washington,33108,31627,07/15/2021
Finger Lakes,Wayne,49811,47462,07/15/2021
Mid-Hudson,Westchester,632769,583281,07/15/2021
Finger Lakes,Wyoming,18214,17200,07/15/2021
Finger Lakes,Yates,11518,10878,07/15/2021
Capital Region,Albany,198129,185276,07/16/2021
Western New York,Allegany,17427,16473,07/16/2021
New York City,Bronx,698740,628873,07/16/2021
Southern Tier,Broome,107555,102382,07/16/2021
Western New York,Cattaraugus,33146,30870,07/16/2021
Central New York,Cayuga,39147,36847,07/16/2021
Western New York,Chautauqua,62212,57901,07/16/2021
Southern Tier,Chemung,37765,35793,07/16/2021
Southern Tier,Chenango,24721,23351,07/16/2021
North Country,Clinton,48269,46206,07/16/2021
Capital Region,Columbia,36277,33690,07/16/2021
Central New York,Cortland,23615,22436,07/16/2021
Southern Tier,Delaware,21045,19758,07/16/2021
Mid-Hudson,Dutchess,172584,157007,07/16/2021
Western New York,Erie,546305,510955,07/16/2021
North Country,Essex,22601,21659,07/16/2021
North Country,Franklin,24924,23601,07/16/2021
Mohawk Valley,Fulton,23378,22119,07/16/2021
Finger Lakes,Genesee,28976,27332,07/16/2021
Capital Region,Greene,25099,22931,07/16/2021
North Country,Hamilton,3143,2933,07/16/2021
Mohawk Valley,Herkimer,29035,27179,07/16/2021
North Country,Jefferson,57338,47528,07/16/2021
New York City,Kings,1317023,1203801,07/16/2021
North Country,Lewis,11270,10810,07/16/2021
Finger Lakes,Livingston,32373,30896,07/16/2021
Central New York,Madison,43665,41186,07/16/2021
Finger Lakes,Monroe,450630,428767,07/16/2021
Mohawk Valley,Montgomery,27433,25884,07/16/2021
Long Island,Nassau,910964,843683,07/16/2021
New York City,New York,1135394,1048706,07/16/2021
Western New York,Niagara,116083,109393,07/16/2021
Mohawk Valley,Oneida,119736,112114,07/16/2021
Central New York,Onondaga,288945,271590,07/16/2021
Finger Lakes,Ontario,67079,64173,07/16/2021
Mid-Hudson,Orange,188973,172851,07/16/2021
Finger Lakes,Orleans,18401,17447,07/16/2021
Central New York,Oswego,61901,58744,07/16/2021
Mohawk Valley,Otsego,32530,30847,07/16/2021
Mid-Hudson,Putnam,62592,56727,07/16/2021
New York City,Queens,1483109,1351686,07/16/2021
Capital Region,Rensselaer,94088,88651,07/16/2021
New York City,Richmond,254974,234441,07/16/2021
Mid-Hudson,Rockland,169906,155368,07/16/2021
Capital Region,Saratoga,149700,141872,07/16/2021
Capital Region,Schenectady,105224,98507,07/16/2021
Mohawk Valley,Schoharie,15190,14478,07/16/2021
Southern Tier,Schuyler,8945,8460,07/16/2021
Finger Lakes,Seneca,15557,14720,07/16/2021
North Country,St. Lawrence,56089,53030,07/16/2021
Southern Tier,Steuben,42161,40155,07/16/2021
Long Island,Suffolk,898053,825074,07/16/2021
Mid-Hudson,Sullivan,37421,34148,07/16/2021
Southern Tier,Tioga,20498,19478,07/16/2021
Southern Tier,Tompkins,69831,66549,07/16/2021
Mid-Hudson,Ulster,114283,105645,07/16/2021
Capital Region,Warren,42151,40399,07/16/2021
Capital Region,Washington,33137,31665,07/16/2021
Finger Lakes,Wayne,49860,47503,07/16/2021
Mid-Hudson,Westchester,633672,584160,07/16/2021
Finger Lakes,Wyoming,18231,17223,07/16/2021
Finger Lakes,Yates,11529,10893,07/16/2021
Capital Region,Albany,198266,185408,07/17/2021
Western New York,Allegany,17441,16490,07/17/2021
New York City,Bronx,700209,630571,07/17/2021
Southern Tier,Broome,107663,102486,07/17/2021
Western New York,Cattaraugus,33185,30896,07/17/2021
Central New York,Cayuga,39190,36894,07/17/2021
Western New York,Chautauqua,62266,57961,07/17/2021
Southern Tier,Chemung,37794,35851,07/17/2021
Southern Tier,Chenango,24748,23380,07/17/2021
North Country,Clinton,48311,46236,07/17/2021
Capital Region,Columbia,36313,33722,07/17/2021
Central New York,Cortland,23628,22450,07/17/2021
Southern Tier,Delaware,21076,19784,07/17/2021
Mid-Hudson,Dutchess,172809,157188,07/17/2021
Western New York,Erie,546860,511589,07/17/2021
North Country,Essex,22612,21671,07/17/2021
North Country,Franklin,24948,23617,07/17/2021
Mohawk Valley,Fulton,23404,22141,07/17/2021
Finger Lakes,Genesee,29012,27372,07/17/2021
Capital Region,Greene,25123,22949,07/17/2021
North Country,Hamilton,3143,2934,07/17/2021
Mohawk Valley,Herkimer,29065,27206,07/17/2021
North Country,Jefferson,57390,47561,07/17/2021
New York City,Kings,1319666,1206574,07/17/2021
North Country,Lewis,11278,10815,07/17/2021
Finger Lakes,Livingston,32400,30921,07/17/2021
Central New York,Madison,43699,41224,07/17/2021
Finger Lakes,Monroe,451046,429171,07/17/2021
Mohawk Valley,Montgomery,27474,25913,07/17/2021
Long Island,Nassau,912395,845079,07/17/2021
New York City,New York,1136949,1050072,07/17/2021
Western New York,Niagara,116208,109552,07/17/2021
Mohawk Valley,Oneida,119861,112244,07/17/2021
Central New York,Onondaga,289192,271846,07/17/2021
Finger Lakes,Ontario,67121,64222,07/17/2021
Mid-Hudson,Orange,189269,173125,07/17/2021
Finger Lakes,Orleans,18454,17465,07/17/2021
Central New York,Oswego,61941,58785,07/17/2021
Mohawk Valley,Otsego,32566,30888,07/17/2021
Mid-Hudson,Putnam,62670,56804,07/17/2021
New York City,Queens,1486120,1355197,07/17/2021
Capital Region,Rensselaer,94180,88708,07/17/2021
New York City,Richmond,255444,234902,07/17/2021
Mid-Hudson,Rockland,170107,155630,07/17/2021
Capital Region,Saratoga,149810,141972,07/17/2021
Capital Region,Schenectady,105336,98608,07/17/2021
Mohawk Valley,Schoharie,15211,14494,07/17/2021
Southern Tier,Schuyler,8956,8466,07/17/2021
Finger Lakes,Seneca,15573,14728,07/17/2021
North Country,St. Lawrence,56140,53069,07/17/2021
Southern Tier,Steuben,42191,40197,07/17/2021
Long Island,Suffolk,899522,826372,07/17/2021
Mid-Hudson,Sullivan,37465,34192,07/17/2021
Southern Tier,Tioga,20513,19502,07/17/2021
Southern Tier,Tompkins,69866,66587,07/17/2021
Mid-Hudson,Ulster,114397,105718,07/17/2021
Capital Region,Warren,42178,40440,07/17/2021
Capital Region,Washington,33181,31715,07/17/2021
Finger Lakes,Wayne,49902,47560,07/17/2021
Mid-Hudson,Westchester,634440,584889,07/17/2021
Finger Lakes,Wyoming,18240,17237,07/17/2021
Finger Lakes,Yates,11534,10900,07/17/2021
Capital Region,Albany,198346,185504,07/18/2021
Western New York,Allegany,17459,16498,07/18/2021
New York City,Bronx,701309,631625,07/18/2021
Southern Tier,Broome,107725,102543,07/18/2021
Western New York,Cattaraugus,33215,30943,07/18/2021
Central New York,Cayuga,39218,36907,07/18/2021
Western New York,Chautauqua,62331,58050,07/18/2021
Southern Tier,Chemung,37849,35897,07/18/2021
Southern Tier,Chenango,24756,23387,07/18/2021
North Country,Clinton,48326,46251,07/18/2021
Capital Region,Columbia,36325,33734,07/18/2021
Central New York,Cortland,23644,22470,07/18/2021
Southern Tier,Delaware,21091,19798,07/18/2021
Mid-Hudson,Dutchess,172968,157358,07/18/2021
Western New York,Erie,547490,512307,07/18/2021
North Country,Essex,22620,21673,07/18/2021
North Country,Franklin,24956,23626,07/18/2021
Mohawk Valley,Fulton,23424,22157,07/18/2021
Finger Lakes,Genesee,29048,27405,07/18/2021
Capital Region,Greene,25137,22962,07/18/2021
North Country,Hamilton,3145,2934,07/18/2021
Mohawk Valley,Herkimer,29074,27214,07/18/2021
North Country,Jefferson,57421,47586,07/18/2021
New York City,Kings,1321524,1208866,07/18/2021
North Country,Lewis,11279,10817,07/18/2021
Finger Lakes,Livingston,32417,30938,07/18/2021
Central New York,Madison,43715,41248,07/18/2021
Finger Lakes,Monroe,451372,429581,07/18/2021
Mohawk Valley,Montgomery,27490,25933,07/18/2021
Long Island,Nassau,913285,846059,07/18/2021
New York City,New York,1138277,1051130,07/18/2021
Western New York,Niagara,116318,109707,07/18/2021
Mohawk Valley,Oneida,119957,112334,07/18/2021
Central New York,Onondaga,289370,272005,07/18/2021
Finger Lakes,Ontario,67170,64297,07/18/2021
Mid-Hudson,Orange,189497,173314,07/18/2021
Finger Lakes,Orleans,18470,17484,07/18/2021
Central New York,Oswego,61983,58810,07/18/2021
Mohawk Valley,Otsego,32581,30907,07/18/2021
Mid-Hudson,Putnam,62729,56877,07/18/2021
New York City,Queens,1488271,1357767,07/18/2021
Capital Region,Rensselaer,94223,88750,07/18/2021
New York City,Richmond,255799,235285,07/18/2021
Mid-Hudson,Rockland,170279,155784,07/18/2021
Capital Region,Saratoga,149886,142042,07/18/2021
Capital Region,Schenectady,105401,98681,07/18/2021
Mohawk Valley,Schoharie,15228,14502,07/18/2021
Southern Tier,Schuyler,8958,8471,07/18/2021
Finger Lakes,Seneca,15576,14735,07/18/2021
North Country,St. Lawrence,56167,53086,07/18/2021
Southern Tier,Steuben,42232,40227,07/18/2021
Long Island,Suffolk,900629,827448,07/18/2021
Mid-Hudson,Sullivan,37495,34223,07/18/2021
Southern Tier,Tioga,20525,19511,07/18/2021
Southern Tier,Tompkins,69883,66620,07/18/2021
Mid-Hudson,Ulster,114450,105790,07/18/2021
Capital Region,Warren,42193,40457,07/18/2021
Capital Region,Washington,33200,31726,07/18/2021
Finger Lakes,Wayne,49940,47590,07/18/2021
Mid-Hudson,Westchester,634894,585313,07/18/2021
Finger Lakes,Wyoming,18255,17243,07/18/2021
Finger Lakes,Yates,11539,10910,07/18/2021
Capital Region,Albany,198528,185659,07/19/2021
Western New York,Allegany,17478,16515,07/19/2021
New York City,Bronx,703316,633355,07/19/2021
Southern Tier,Broome,107802,102621,07/19/2021
Western New York,Cattaraugus,33302,30981,07/19/2021
Central New York,Cayuga,39252,36942,07/19/2021
Western New York,Chautauqua,62390,58123,07/19/2021
Southern Tier,Chemung,37875,35913,07/19/2021
Southern Tier,Chenango,24777,23407,07/19/2021
North Country,Clinton,48355,46296,07/19/2021
Capital Region,Columbia,36363,33763,07/19/2021
Central New York,Cortland,23651,22484,07/19/2021
Southern Tier,Delaware,21099,19807,07/19/2021
Mid-Hudson,Dutchess,173159,157525,07/19/2021
Western New York,Erie,547850,512607,07/19/2021
North Country,Essex,22644,21709,07/19/2021
North Country,Franklin,24990,23653,07/19/2021
Mohawk Valley,Fulton,23448,22175,07/19/2021
Finger Lakes,Genesee,29061,27417,07/19/2021
Capital Region,Greene,25174,22984,07/19/2021
North Country,Hamilton,3147,2935,07/19/2021
Mohawk Valley,Herkimer,29099,27239,07/19/2021
North Country,Jefferson,57484,47662,07/19/2021
New York City,Kings,1324053,1211315,07/19/2021
North Country,Lewis,11292,10831,07/19/2021
Finger Lakes,Livingston,32448,30961,07/19/2021
